Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Puerto Rico,2020,100.0,72.09883419689119,126.71,47754516.12903226,10.139343419241042,16.67,0.0,0.47,2.74,21459.73,0.12723752574685077,,11.809621212121211,-3.9,32290.92,368.0,9104.0,18.25,-66.5
Qatar,2020,100.0,100.0,14.96,47754516.12903226,17.138849206349207,44.63,0.0,0.02,0.04,80254.725,3.3002032520325204,,0.08,-3.56,37414.814999999995,248.0,11586.0,25.354826,51.183884
Romania,2020,100.0,87.7,95.71330769230768,47754516.12903226,17.138849206349207,19.54,11.47,24.61,64.87,18998.81,3.3002032520325204,,17.58,-3.93,12896.09,84.0,238391.0,45.943161,24.96676
Rwanda,2020,46.6,2.4,10.92,47754516.12903226,17.138849206349207,0.32,0.0,0.59,64.84,496.9,3.3002032520325204,,11.809621212121211,-3.36,797.86,496.5,26338.0,-1.940278,29.873888
Saint Kitts and Nevis,2000,95.28,100.0,0.0,47754516.12903226,26.64,0.09,0.0,0.0,0.0,16953.34,3.09,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2001,93.53,100.0,0.0,47754516.12903226,26.28,0.09,0.0,0.0,0.0,17325.98,3.02,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2002,95.8,100.0,0.0,47754516.12903226,24.59,0.1,0.0,0.0,0.0,18842.0,3.23,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2003,96.05,100.0,0.0,47754516.12903226,26.62,0.12,0.0,0.0,0.0,18804.08,3.44,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2004,96.3,100.0,0.0,47754516.12903226,22.22,0.12,0.0,0.0,0.0,20273.66,3.49,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2005,96.55,100.0,0.0,47754516.12903226,25.58,0.13,0.0,0.0,0.0,18827.42,2.98,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2006,96.8,100.0,0.0,47754516.12903226,0.01,0.13,0.0,0.0,0.0,19448.73,2.54,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2007,97.06,100.0,0.0,47754516.12903226,0.01,0.16,0.0,0.0,0.0,20502.66,2.67,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2008,97.32,100.0,0.0,360000.0,0.01,0.17,0.0,0.0,0.0,20417.77,2.51,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2009,97.59,100.0,0.0,47754516.12903226,0.01,0.17,0.0,0.0,0.0,20836.16,2.68,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2010,99.84,100.0,44.89,47754516.12903226,0.97,0.18,0.0,0.0,0.0,20931.09,2.73,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2011,100.0,100.0,44.9,18410000.0,0.92,0.18,0.0,0.0,0.0,21851.84,2.77,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2012,100.0,100.0,44.51,47754516.12903226,1.31,0.19,0.0,0.01,5.0,21675.41,2.78,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2013,100.0,100.0,50.87,47754516.12903226,1.38,0.2,0.0,0.01,4.76,21579.87,2.64,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2014,100.0,100.0,71.69,47754516.12903226,1.63,0.2,0.0,0.01,4.76,21838.45,2.53,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2015,100.0,100.0,71.09,47754516.12903226,1.63,0.19,0.0,0.01,5.0,22357.99,2.56,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2016,100.0,100.0,80.19,47754516.12903226,1.68,0.2,0.0,0.01,4.76,22948.98,2.56,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2017,100.0,100.0,79.56,47754516.12903226,1.6,0.21,0.0,0.0,0.0,22939.45,2.63,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2018,100.0,100.0,78.95,47754516.12903226,1.6,0.21,0.0,0.01,4.55,23219.2,2.59,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2019,100.0,100.0,78.36,47754516.12903226,1.58,0.21,0.0,0.01,4.55,23235.22,2.58,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Kitts and Nevis,2020,100.0,100.0,77.83,47754516.12903226,1.3138822157892274,0.2,0.0,0.01,4.76,19642.78,2.8522771829024567,,11.809621212121211,-1.5726341463414633,13973.745238095238,205.0,261.0,17.357822,-62.782998
Saint Lucia,2000,89.39,86.2,0.0,47754516.12903226,24.05,0.26,0.0,0.0,0.0,9184.19,3.06,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2001,89.9,87.7,0.0,47754516.12903226,22.23,0.27,0.0,0.0,0.0,9891.6,3.28,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2002,90.36,89.1,0.0,47754516.12903226,21.73,0.27,0.0,0.0,0.0,8871.31,3.22,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2003,90.83,90.4,0.0,47754516.12903226,20.02,0.28,0.0,0.0,0.0,9741.58,3.22,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2004,91.31,91.4,0.0,47754516.12903226,18.43,0.29,0.0,0.0,0.0,9705.24,3.11,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2005,91.78,92.3,0.0,47754516.12903226,18.44,0.3,0.0,0.0,0.0,9942.04,3.07,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2006,92.26,93.2,0.0,47754516.12903226,16.94,0.31,0.0,0.0,0.0,9963.84,3.0,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2007,92.74,93.9,0.0,47754516.12903226,16.26,0.32,0.0,0.0,0.0,10237.04,2.97,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2008,93.22,94.4,0.0,47754516.12903226,15.53,0.33,0.0,0.0,0.0,10455.24,2.84,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
Saint Lucia,2009,93.72,94.9,0.06,47754516.12903226,15.08,0.34,0.0,0.0,0.0,10132.1,2.9,,11.809621212121211,-1.5726341463414633,13973.745238095238,301.0,616.0,13.909444,-60.978893
